"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","used_count","ebook_price","revised_notice","ebook_info","gift_info","description","image_url"
"엑셀 2007 실무비밀 기술","3267058","https://www.yes24.com/product/goods/3267058","오피스 활용","이형범 저","교학사","2009년 01월","23,000","20,700","10",NA,NA,NA,NA,NA,NA,NA,NA,"Y","품절",1,NA,NA,NA,NA,"책은 엑셀의 함수를 자유자재로 구사할 수 있도록 도와주는 지침서로 직장인을 상대로 한 설문조사를 통해 실무에서 많이 쓰이는 문서를 작성해보는 과정을 77가지 경우를 추출하였으며, 가장 많이 쓰이는 기술과 가...","https://image.yes24.com/goods/3267058/L"
"[염가한정판매] 엑셀과 파워포인트 2007","14118147","https://www.yes24.com/product/goods/14118147","오피스 활용","강창원, 이범서, 방극인 공저","21세기사","2009년 01월","20,000","20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"절판",NA,NA,NA,NA,NA,"엑셀과 파워포인트, 두 가지 소프트웨어를 한 종류의 소프트웨어같이 쉽게 사용할 수 있도록 설명하고 있는 책이다. 1부에서는 엑셀 2007을 다루었고, 2부에서는 파워포인트 2007을 다루었다. 각 프로그램에 대한 간...","https://image.yes24.com/goods/14118147/L"
"엑셀과 파워포인트 2007","3280938","https://www.yes24.com/product/goods/3280938","오피스 활용","강창원, 이범서, 방극인 공저","21세기사","2009년 01월","20,000","20,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"엑셀과 파워포인트, 두 가지 소프트웨어를 한 종류의 소프트웨어같이 쉽게 사용할 수 있도록 설명하고 있는 책이다. 1부에서는 엑셀 2007을 다루었고, 2부에서는 파워포인트 2007을 다루었다. 각 프로그램에 대한 간...","https://image.yes24.com/goods/3280938/L"
"NEW 한글 2007","3261702","https://www.yes24.com/product/goods/3261702","오피스 활용","김현진, 에이스엠이기획팀 공저","에이스ME","2009년 01월","8,000","7,200","10",NA,NA,NA,NA,NA,NA,NA,NA,"Y","절판",6,NA,NA,NA,NA,"따라하기 방식의 구성으로 노인, 주부 등 컴퓨터를 잘 다루지 못하는 사람들도 쉽게 따라하며 배울 수 있으며, 관공서 정보화 교육 현직 강사가 집필에 참여하여, 꼭 필요한 내용들로만 구성된 컴퓨터 입문서이다. ...","https://image.yes24.com/goods/3261702/L"
"NEW 한글 2002","3261701","https://www.yes24.com/product/goods/3261701","오피스 활용","김현진, 에이스엠이기획팀 공저","에이스ME","2009년 01월","8,000","7,200","10",NA,NA,NA,NA,NA,NA,NA,NA,"Y","절판",NA,NA,NA,NA,NA,"따라하기 방식의 구성으로 노인, 주부 등 컴퓨터를 잘 다루지 못하는 사람들도 쉽게 따라하며 배울 수 있으며, 관공서 정보화 교육 현직 강사가 집필에 참여하여, 꼭 필요한 내용들로만 구성된 컴퓨터 입문서이다. ...","https://image.yes24.com/goods/3261701/L"
"정보화실무 2","3793252","https://www.yes24.com/product/goods/3793252","오피스 활용","편집부","REXmedia(렉스미디어)","2009년 01월","10,000","9,000","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"절판",2,NA,NA,NA,NA,"하나의 주제를 따라하며 주요 기능을 쉽게 학습할 수 있도록 구성한 학습서로, 실생활과 업무에서 다방면으로 활용이 가능한 엑셀과 파워포인트의 기능을 익한다. 완성예제를 기능별로 한단계씩(step by step) 학습...","https://image.yes24.com/goods/3793252/L"
"입사해서 바로 써먹는 엑셀 2007 단박에 끝내기 기본 + 실무","3272749","https://www.yes24.com/product/goods/3272749","오피스 활용","황현숙 저","PCBook(피시북)","2009년 01월","14,800","13,320","10",NA,NA,NA,NA,"CD 1 (대화형 동영상 44강 수록)",NA,NA,NA,"Y","품절",6,NA,NA,NA,NA,"엑셀의 기능을 설명하는 ""책""과 ""대화형 동영상 학습 도우미""로 구성된 책으로 엑셀의 기능들을 차례대로 실무 수준까지 설명하고 있다. 개요, 연습하기, 실무 따라하기, 파워유저 형식으로 구성되며, 기초와 실무가...","https://image.yes24.com/goods/3272749/L"
"컴퓨터의 이해와 활용","3253082","https://www.yes24.com/product/goods/3253082","오피스 활용","유강수 저","교학사","2009년 01월","23,000","20,700","10",NA,NA,NA,NA,NA,"파워 IT 시리즈-01",NA,NA,NA,"절판",3,NA,NA,NA,NA,"컴퓨터의 기초 지식과 실무에 활용이 가능하고 또 자격증 취득에도 도움이 되는 부분들을 모아 만든 컴퓨터 입문서이다. 다단계 반복학습으로 구성하여 체계적이다. 1단계에서 전체적인 윤곽 및 배울 내용을 요점정...","https://image.yes24.com/goods/3253082/L"
"엑셀 2007","3279410","https://www.yes24.com/product/goods/3279410","오피스 활용","KIPS-IT 인증원 저","이한출판사","2009년 01월","7,500","7,120","5",NA,NA,NA,NA,NA,"UIT Series",NA,NA,"Y","절판",NA,NA,"개정판이 출간되었습니다.",NA,NA,"엑셀 2007을 이용하는 방법을 상세하게 알려주는 책으로, 구체적인 5개의 프로젝트를 만드는 실습을 통해 익힐 수 있도록 구성하고 있다. 각 진행단계를 담은 화면이 책에 제시되어 있어, 보고 따라 하기 쉬우며, 각...","https://image.yes24.com/goods/3279410/L"
"한글 2007","3279408","https://www.yes24.com/product/goods/3279408","오피스 활용","KIPS-IT 인증원 저","이한출판사","2009년 01월","7,500","7,120","5",NA,NA,NA,NA,NA,"UIT Series",NA,NA,"Y","절판",1,NA,"개정판이 출간되었습니다.",NA,NA,"한글 2007을 이용하는 방법을 상세하게 알려주는 책으로, 구체적인 5개의 프로젝트를 만드는 실습을 통해 익힐 수 있도록 구성하고 있다. 각 진행단계를 담은 화면이 책에 제시되어 있어, 보고 따라 하기 쉬우며, 각...","https://image.yes24.com/goods/3279408/L"
"파워포인트 2007","3279405","https://www.yes24.com/product/goods/3279405","오피스 활용","KIPS-IT 인증원 저","이한출판사","2009년 01월","7,500","7,120","5",NA,NA,NA,NA,NA,"UIT Series",NA,NA,"Y","절판",1,NA,"개정판이 출간되었습니다.",NA,NA,"파워포인트 2007을 이용하는 방법을 알려주는 책으로, 구체적인 4개의 프로젝트를 만드는 실습을 통해 익힐 수 있도록 구성하고 있다. 각 진행단계를 담은 화면이 책에 제시되어 있어, 보고 따라 하기 쉬우며, 각 장...","https://image.yes24.com/goods/3279405/L"
"컴퓨터 활용과 실습","3244558","https://www.yes24.com/product/goods/3244558","오피스 활용","KIPS-IT인증원 저","이한출판사","2009년 01월","19,500","18,520","5",NA,NA,NA,NA,NA,"UIT Series",NA,NA,"Y","절판",2,NA,"개정판이 출간되었습니다.",NA,NA,"한국정보처리학회에서 대학에서의 교양 교육을 실무 적용을 위한 프로젝트 중심의 교육이 되어야 한다는 목표를 설정하고 만들어진 교재이다. U.I.T 시리즈란 University Information Technology education의 약자로...","https://image.yes24.com/goods/3244558/L"
"엑셀 & 파워포인트 2007","3238506","https://www.yes24.com/product/goods/3238506","오피스 활용","오정훈, 한정아 공저","기전연구사","2009년 01월","15,000","15,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"이 책은 엑셀과 파워포인트에 대한 간단한 기능이외에 고급 기능을 사용하려는 독자를 위해 쓰여진 책이다. 장황한 설명보다는 사용자가 컴퓨터를 사용하는데 있어 필요한 환경 설정과 사용 방법 등을 따라하는 방식...","https://image.yes24.com/goods/3238506/L"
"정말 꼭 필요한 내용만을 수록한 엑셀 2007","2988302","https://www.yes24.com/product/goods/2988302","오피스 활용","서범석 저","크라운출판사","2009년 01월","11,000","9,900","10",NA,NA,NA,NA,"CD 1 포함",NA,NA,NA,"Y","품절",1,NA,NA,NA,NA,"엑셀을 처음 접하는 분도 쉽게 익힐 수 있도록 기본적인 내용부터 함수 활용까지 단계별로 난이도의 기복이 발생하지 않도록 구성하였으며, 엑셀 기능의 이해도를 높이기 위해서 활용도 넓은 예제 중심으로 내용을 ...","https://image.yes24.com/goods/2988302/L"
"Excel 엑셀 2007","3244501","https://www.yes24.com/product/goods/3244501","오피스 활용","김정일, 김산성, 최봉한 공저","웰북","2009년 01월","18,000","16,200","10",NA,NA,NA,NA,"CD 1 (본문 샘플 파일 및 완성 예제)","it Factory",NA,NA,NA,"절판",NA,NA,NA,NA,NA,"엑셀 2007을 처음 접하는 초보자도 엑셀 2007의 주요 기능을 익혀 사용할 수 있도록 하는데 중점을 두어 제작한 책이다. 엑셀 2007의 주요 기능을 설명하였으며, 그 기능이 실무에서 어떻게 쓰이고 있는지 기본적인 ...","https://image.yes24.com/goods/3244501/L"
"대한민국 No.1 엑셀 & 파워포인트 2007 기본+실무","3238648","https://www.yes24.com/product/goods/3238648","오피스 활용","장경호 저","성안당","2009년 01월","18,000","16,200","10",NA,NA,NA,NA,"CD 1(본문 예제 파일), 비즈폼 서식 1만여개 무료 다운로드",NA,NA,NA,"Y","품절",5,NA,NA,NA,NA,"회사에서 많이 쓰는 소프트웨어인 엑셀 2007과 파워포인트 2007을 한 권에 담은 책이다. 초보자도 따라하도록 구성하였으며, 엑셀과 파워포인트의 핵심 기능을 쉽게 파악하도록 각 장마다 '워밍업' 페이지가 마련되...","https://image.yes24.com/goods/3238648/L"
"슬림통 엑셀 2007 기본+활용 지대로 배우기","3225024","https://www.yes24.com/product/goods/3225024","오피스 활용","김륜옥, 웰기획 공저","웰북","2009년 01월","16,500","14,850","10","10.0","회원리뷰(2건)",NA,NA,"CD-ROM 1장(본문 예제 및 완성 파일/예스폼 문서/서식)",NA,NA,NA,"Y","절판",2,NA,NA,NA,NA,"엑셀의 핵심 기능을 쉽게 익히는 것에 중점을 두며 짧은 시간, 강한 효과에 초점을 맞춘 책이다. 기본 이해와 실무 활용의 두 마리 토끼를 모두 잡을 수 있도록 꼭 필요한 핵심 기능을 설명하였고 따라하며 배울 수 ...","https://image.yes24.com/goods/3225024/L"
"만점신공 DIAT 워드프로세서","3241626","https://www.yes24.com/product/goods/3241626","오피스 활용","웰북수험서개발팀 저","웰북","2009년 01월","13,000","11,700","10",NA,NA,NA,NA,"스프링 양장/CD 1(타이머 프로그램, 예제파일)/책갈피 겸용 자 제공",NA,NA,NA,NA,"절판",4,NA,NA,NA,NA,"최근에 시행된 시험과 유사한 모의고사 22회와 최신기출문제 6회를 수록한 만점신공 DIAT 워드프로세서는 한글 2005를 기준으로 하여 워드프로세서 시험을 철저히 대비할 수 있도록 구성한 책이다. 한글 2005를 기준...","https://image.yes24.com/goods/3241626/L"
"Microsoft Office Specialist Excel 2003 Expert","4883812","https://www.yes24.com/product/goods/4883812","오피스 활용","이지윤 저","홍릉과학출판사","2008년 12월","20,000","20,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"마이크로소프트 오피스 엑셀 2003 스페셜리스트 자격을 위한 도서이다.","https://image.yes24.com/goods/4883812/L"
"파워포인트 애니메이션 무작정 따라하기","3238887","https://www.yes24.com/product/goods/3238887","오피스 활용","김종철, 권희철 공저","길벗","2008년 12월","20,800","18,720","10","9.9","회원리뷰(8건)",NA,NA,"부록 : 예제 및 결과 파일",NA,NA,NA,"Y","절판",1,NA,NA,NA,NA,"효과적인 메시지 전달을 위하여 파워포인트의 애니메이션 효과를 활용하는 법을 소개하고 있는 책이다. 누구나 쉽고 재미 있게 따라할 수 있도록 기초부터 차근차근 설명하고 있으며 화면 전환부터 소리 삽입 및 동...","https://image.yes24.com/goods/3238887/L"
"액세스 2007 for Beginner","3253321","https://www.yes24.com/product/goods/3253321","오피스 활용","박명철 저","한빛아카데미","2008년 12월","22,000","22,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"절판",7,NA,NA,NA,NA,"프로젝트 전 과정을 단계별로 따라하면서 흐름을 통해 데이터베이스를 배울 수 있는 책이다. 액세스의 주요 기능을 반복하고 있으며, 해당 기능이 실제로 어디에 어떻게 사용되는지를 알 수 있어 데이터베이스의 전...","https://image.yes24.com/goods/3253321/L"
"엑셀 & 파워포인트 2007 기본 + 활용","3212347","https://www.yes24.com/product/goods/3212347","오피스 활용","김대영, 추봉조 공저","PCBook(피시북)","2008년 12월","16,500","14,850","10",NA,NA,NA,NA,"전2권 / CD 1 포함",NA,NA,NA,"Y","절판",3,NA,NA,NA,NA,"엑셀과 파워포인트를 효율적으로 배우기 위해서는 가능한 많은 문서와 슬라이드를 직접 만들어보는 것이 중요하다. 이 책은 종이 책과 함께 화면에서 직접 클릭하고 입력하는 대화형 동영상 강의(54강)를 CD로 제공...","https://image.yes24.com/goods/3212347/L"
"초단기 MOS 국제공인자격증 Excel 2003 EXPERT","3214351","https://www.yes24.com/product/goods/3214351","오피스 활용","고청심, 민경주, 지정은 공저","시스컴","2008년 12월","9,000","8,100","10",NA,NA,NA,NA,"CD 1 : 본문 수록 문제 파일 & 완성 파일",NA,NA,NA,NA,"절판",NA,NA,NA,NA,NA,"한권으로 끝내는 초단기 MOS 학습서이다. 이 책은 MOS 전문 강사가 전하는 족집게 노하우를 바탕으로 하여 MOS 2003의 새로운 출제 경향에 맞춰 꼭 필요한 내용만 담아 제시하고 있다. 본문 수록 문제 파일과 완성 ...","https://image.yes24.com/goods/3214351/L"
"2009 지존 워드프로세서 3급 실기 기본서 (한글 2002)","3214232","https://www.yes24.com/product/goods/3214232","오피스 활용","홍동기 저","영진닷컴","2008년 12월","13,000","11,700","10",NA,NA,NA,NA,"스프링제본/별책부록 : 이론서/채점 & 타이머프로그램 CD 1 포함",NA,NA,NA,NA,"절판",NA,NA,NA,NA,NA,"2008년도에 새로운 유형으로 변경된 워드프로세서 실기 시험을 준비하는 수검자를 위한 책이다. 새로운 유형을 완벽하게 분석한 이론으로 한글 2002의 기능을 차근차근 연습할 수 있도록 구성하였으며 20회의 모의고...","https://image.yes24.com/goods/3214232/L"
"엑셀 2007 함수사전","3206820","https://www.yes24.com/product/goods/3206820","오피스 활용","윤신례 저","영진닷컴","2008년 12월","25,000","22,500","10","8.0","회원리뷰(1건)",NA,NA,NA,NA,NA,NA,"Y","품절",13,NA,NA,"Y",NA,"엑셀은 일반 기능이나 차트 기능, 도형, 이미지, 서식, 표 기능과 같은 기본적인 기능 외에도 함수와 수식, VBA를 이용하여 보다 편하게 엑셀을 이용할 수 있는 프로그램이다. 이 책은 총 347가지의 함수에 대해 설...","https://image.yes24.com/goods/3206820/L"
"프레젠테이션 & 파워포인트 2007","3146285","https://www.yes24.com/product/goods/3146285","오피스 활용","김은정 저","디지털북스","2008년 12월","19,800","17,820","10",NA,NA,NA,NA,"부록 CD 1 : 본문 예제 파일/피티라인 서식 100set",NA,NA,NA,"Y","품절",15,NA,NA,NA,NA,"한 권의 책으로 기초부터 고급 활용까지 다룬 프레젠테이션 & 파워포인트 교재. 프레젠테이션에 대한 전반적인 이해를 통해서 파워포인트를 제대로 활용할 수 있도록 프레젠테이션 기획부터 파워포인트 제작, 발표 ...","https://image.yes24.com/goods/3146285/L"
"엑셀 함수 2007 무작정 따라하기 단기완성","3211764","https://www.yes24.com/product/goods/3211764","오피스 활용","강명호, 김민철, 차현우 공저","길벗","2008년 12월","15,000","13,500","10","9.3","회원리뷰(15건)",NA,NA,"CD 1 포함 : 책 속 예제 및 완성 파일/동영상 정답 풀이 파일","무작정 따라하기 단기완성-04",NA,NA,"Y","절판",10,NA,NA,NA,NA,"엑셀 함수 활용법이 90%이상 담긴 고농축 예제로 실무에 필요한 문서를 빠르고 정확하게 만들 수 있도록 도와주는 책이다. 이 책은 대한민국 최대 규모의 베타테스터 500명과 엑셀 전문가가 엄선한 함수 30개의 사용...","https://image.yes24.com/goods/3211764/L"
"엑셀 & 파워포인트 2007 회사 실무 연습","3129207","https://www.yes24.com/product/goods/3129207","오피스 활용","길벗IT교재개발팀 저","길벗","2008년 11월","20,000","19,000","5",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,"무작정 따라하기 for ACADEMY-03",36,NA,"Y",NA,5,NA,NA,NA,NA,"대기업과 관공서에서 실제 사용하는 실무 예제로 배우는 엑셀과 파워포인트 2007. 엑셀과 파워포인트 기초부터, 적재적소에 활용하는 비법까지 담고 있으며, '개념 설명-예제 따라 만들기-실습 문제'로 이어지는 구...","https://image.yes24.com/goods/3129207/L"
"엑셀 & 파워포인트 2007 기초와 활용","3129203","https://www.yes24.com/product/goods/3129203","오피스 활용","김종학, 이승일 공저","길벗","2008년 11월","20,000","19,000","5",NA,NA,NA,NA,NA,"무작정 따라하기 for ACADEMY-02",NA,NA,"Y","품절",4,NA,NA,NA,NA,"대기업과 관공서에서 실제 사용하는 실무 예제로 배우는 엑셀과 파워포인트 2007 교재. 엑셀과 파워포인트 기초부터, 적재적소에 활용하는 비법까지 담고 있다. '개념 설명-예제 따라 만들기-실습 문제'로 이어지는 ...","https://image.yes24.com/goods/3129203/L"
"엑셀 & 파워포인트 2007","3146293","https://www.yes24.com/product/goods/3146293","오피스 활용","송윤희, 박효석 공저","디지털북스","2008년 11월","19,800","17,820","10",NA,NA,NA,NA,"부록 CD 1 : 본문 예제",NA,NA,NA,"Y","품절",4,NA,NA,NA,NA,"엑셀과 파워포인트 2007의 새로운 기능을 포함하여 각 프로그램의 전반적인 기능을 골고루 다루어 한 권으로 엑셀과 파워포인트의 기초부터 활용까지 접할 수 있도록 구성하였다.","https://image.yes24.com/goods/3146293/L"
"엑셀 2007 급소공략","3128362","https://www.yes24.com/product/goods/3128362","오피스 활용","김미영, 이영란 공저","북앤라이프","2008년 11월","13,800","12,420","10",NA,NA,NA,NA,"부록 CD 1 : 본문예제/완성파일/동영상 해설 파일/'니즈폼'제공 엑셀 서식파일 500개",NA,NA,NA,"Y","절판",2,NA,NA,NA,NA,"핵심 기능만 골라 빠르게 익히고 활용 실습으로 실전 능력을 키워주는 엑셀 2007 교재. 단기간에 엑셀 2007과 친숙해질 수 있도록 엑셀을 다루는 방법과 다양한 입력 방법, 수식의 기본에 대해 쉽게 설명하는 1단계,...","https://image.yes24.com/goods/3128362/L"
"파워포인트 2007 급소공략","3128359","https://www.yes24.com/product/goods/3128359","오피스 활용","김혜경, 박대희 공저","북앤라이프","2008년 11월","13,800","12,420","10",NA,NA,NA,NA,"부록 CD1:본문예제/완성파일/동영상 해설 파일/(주)피티라인 프레젠테이션 서식 100개",NA,NA,NA,"Y","절판",8,NA,NA,NA,NA,"핵심 기능만 골라 빠르게 익히고 활용 실습으로 실전에 바로 적용할 수 있는 파워포인트 2007 교재. 단기간에 파워포인트 2007을 쥐락펴락할 수 있도록 핵심 기능만 엄선하여 따라하기 과정으로 쉽게 설명하는 1단계...","https://image.yes24.com/goods/3128359/L"
"2009 지존 워드프로세서 2급 실기 기본서(한글 2002)","3207161","https://www.yes24.com/product/goods/3207161","오피스 활용","홍동기 저","영진닷컴","2008년 11월","14,000","12,600","10","10.0","회원리뷰(1건)",NA,NA,"스프링 양장/별책:이론서/CD 1 : 채점&타이머 프로그램",NA,NA,NA,"Y","절판",NA,NA,NA,NA,NA,"2008년도에 새로운 유형으로 변경된 워드프로세서 실기 시험을 준비하는 수검자를 위한 도서. 새로운 유형을 완벽하게 분석한 이론으로 한글 2002의 기능을 차근차근 연습하고, 20회의 모의고사와 14회의 기출 변형 ...","https://image.yes24.com/goods/3207161/L"
"입사에서 퇴사까지 활용하는 엑셀+한글 문서 서식","3110797","https://www.yes24.com/product/goods/3110797","오피스 활용","(주)예스폼, 웰기획 공저","웰북","2008년 11월","18,500","16,650","10","9.7","회원리뷰(3건)",NA,NA,"부록 : CD-ROM 1",NA,NA,NA,"Y","절판",NA,NA,NA,NA,NA,"직장인들의 퇴근 시간이 빨라지는 직장인들이 원하던 바로 그 책!1,000여 개의 방대한 업무 문서/서식! + 200개 추가 문서 서식까지퇴근하려면 쏟아지는 일들, 시키는 사람 입장에서는 많은 경험과 노하우가 있으니...","https://image.yes24.com/goods/3110797/L"
"MOS EXCEL EXPERT 2003 기본서","3128021","https://www.yes24.com/product/goods/3128021","오피스 활용","권희철 저","영진닷컴","2008년 11월","17,000","15,300","10",NA,NA,NA,NA,"CD 1 포함 : MOS 채점 프로그램,CBT방식 모의고사 5회/예제,정답 파일",NA,NA,NA,"Y","품절",1,NA,NA,NA,NA,"MOS(Microsoft Office Specialist)란? 마이크로소프트 오피스 프로그램의 활용 능력을 측정하는 국제 공인 자격 시험이며, 본 수험서는 MOS 대비 수험서로 시험에 꼭 나오는 엑셀의 기본 기능을 수록했다. 각 기능의...","https://image.yes24.com/goods/3128021/L"
"전산실무","3141218","https://www.yes24.com/product/goods/3141218","오피스 활용","한만봉, 이필호 공저","한국학술정보","2008년 11월","14,000","13,300","5",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"대학에서 전산 실무와 행정사무자동을 강의하는 가운데 실질적인 도움을 주고자 만든 교재. 파워포인트, 프리젠테이션과 엑셀 작업을 쉽게 다루고 있다.","https://image.yes24.com/goods/3141218/L"
"엑셀 2007 바이블","3111742","https://www.yes24.com/product/goods/3111742","오피스 활용","최준선 저","한빛미디어","2008년 11월","28,000","25,200","10","9.7","회원리뷰(17건)",NA,NA,"CD 1 : 본문에서 사용한 예제파일","엑셀 바이블 시리즈",NA,NA,"Y","절판",20,NA,NA,NA,NA,"누구나 알아야 하는 기초 기능부터 아무도 알려주지 않는 중고급 기능까지 빠짐없이 알려주는 엑셀 2007 바이블이 책은 마이크로소프트 엑셀 MVP이자 네이버 엑셀 1위 카페 운영자인 최준선이 회사 생활을 하면서 필...","https://image.yes24.com/goods/3111742/L"
"2009 지존 워드프로세서 1급 실기 기본서(한글 2002)","3127021","https://www.yes24.com/product/goods/3127021","오피스 활용","홍동기 저","영진닷컴","2008년 10월","15,000","13,500","10","10.0","회원리뷰(2건)",NA,NA,"별책:이론서/CD : 채점&타이머 프로그램",NA,NA,NA,"Y","절판",NA,NA,NA,NA,NA,"2008년도에 새로운 유형으로 변경된 워드프로세서 실기 시험을 준비하는 수검자를 위한 도서. 새로운 유형을 완벽하게 분석한 이론으로 한글 2002의 기능을 차근차근 연습하고, 20회의 모의고사와 15회의 기출 변형 ...","https://image.yes24.com/goods/3127021/L"
"한글 2007","3110639","https://www.yes24.com/product/goods/3110639","오피스 활용","안영희 저","교학사","2008년 10월","10,000","9,000","10",NA,NA,NA,NA,NA,"My Love-31",NA,NA,NA,"품절",3,NA,NA,NA,NA,"IT교재의 진수 「MY LOVE」시리즈의 한글 2007 편. 시본 기능 및 실무에서 꼭 필요한 에제 중심으로 실습 체계를 구성하여 누구나 쉽게 따라하면서 경험을 쌓을 수 있도록 하였다. 일선에서 강의하면서 학생들의 집...","https://image.yes24.com/goods/3110639/L"
"독하게 배워 바로 써먹는 엑셀+파워포인트 2007","3099813","https://www.yes24.com/product/goods/3099813","오피스 활용","고성민, 양희정 저","북앤라이프","2008년 10월","16,500","14,850","10","9.5","회원리뷰(4건)",NA,NA,"부록 : CD 1 (예제/완성파일, '니즈폼'제공 엑셀문서서식 500)",NA,NA,NA,"Y","절판",6,NA,"개정판이 출간되었습니다.",NA,NA,"엑셀과 파워포인트 2007의 업그레이드 포인트는 뭐니 뭐니 해도 사용의 편리성이다. 이를 위해서 메뉴와 도구 사용에 관련된 인터페이스가 전면 재구성되었으며, 최소한의 조작만으로도 세련되고 비주얼한 문서를 얻...","https://image.yes24.com/goods/3099813/L"
"엑셀 2007 직장생활백서","3099755","https://www.yes24.com/product/goods/3099755","오피스 활용","김명옥, 웰기획 공저","웰북","2008년 10월","18,000","16,200","10","10.0","회원리뷰(2건)",NA,NA,"CD 1 : 본문에서 사용한 예제파일,완성파일/ 예스폼 제공 업무별 엑셀 문서서식 500개",NA,NA,NA,"Y","절판",2,NA,NA,NA,NA,"엑셀 문서 작성에 시달리는 직장인들을 위한 책문서 하나를 만들면 두 개의 보너스 문서가 만들어지는 책이 책은 반복되는 과다한 업무량에 지쳐 있는 직장인들을 위한 실무형 엑셀 학습서로, 제공된 샘플 문서를 바...","https://image.yes24.com/goods/3099755/L"
"파워포인트 2007 & 마스터 페이지 디자인","3088962","https://www.yes24.com/product/goods/3088962","오피스 활용","강현주 저","웰북","2008년 10월","24,000","21,600","10",NA,NA,NA,NA,"CD-ROM 1 포함 : 본문에서 사용한 예제 파일",NA,NA,NA,"Y","절판",5,NA,NA,NA,NA,"작업 시간과 경비를 절약하는 마스터 페이지 디자인 지금까지는 프레젠테이션 문서를 작성하려면 전문가에게 업무 내용을 의뢰해 작업하는 경우가 많았지만 파워포인트 2007을 이용하면 추가 경비 없이 스스로 업무...","https://image.yes24.com/goods/3088962/L"
"엑셀 2007 수식&함수 무작정 따라하기","3100724","https://www.yes24.com/product/goods/3100724","오피스 활용","최준선 저","길벗","2008년 10월","23,000","20,700","10","9.5","회원리뷰(17건)",NA,NA,"부록 : 실습에 필요한 예제 파일, 엑셀 2007 수식&함수 공식표",NA,NA,NA,NA,"절판",4,NA,NA,NA,NA,"써먹지도 못하는 진부한 함수 분류법은 이제 그만!언제, 어디서나 빠르게 뽑아 쓸 수 있는 유형별 수식&함수 공식『엑셀 2007 수식&함수 무작정 따라하기』는 실무에 가장 많이 쓰이는 엑셀 수식과 함수를 판단, 편...","https://image.yes24.com/goods/3100724/L"
"슬림통 파워포인트 2007 기본+활용 지대로 배우기","3092303","https://www.yes24.com/product/goods/3092303","오피스 활용","이민희, 웰기획 공저","웰북","2008년 10월","16,500","14,850","10","10.0","회원리뷰(2건)",NA,NA,"CD 1 포함 : 본문에 사용한 파일, 디자인 서식",NA,NA,NA,"Y","절판",5,NA,NA,NA,NA,"가볍고 슬림하게 배우는 파워포인트!이 책은 ‘파워포인트 책은 어렵고 딱딱하다’는 고정관념에서 탈피한 기본+활용 입문서다. ‘Slim_Book’을 통해 기본적인 파워포인트 기능을 학습한 후 ‘Slim-Tong’를 통해 ...","https://image.yes24.com/goods/3092303/L"
"워드 2007 무작정 따라하기","3088663","https://www.yes24.com/product/goods/3088663","오피스 활용","이승희 저","길벗","2008년 10월","22,800","20,520","10","9.0","회원리뷰(2건)",NA,NA,"CD 1 포함 : 본문 내용을 따라하는데 필요한 예제 파일",NA,NA,NA,"Y","절판",12,NA,NA,NA,NA,"워드 2007을 이용하여 기초 워드 문서 작성부터 상황에 따라 자유자재로 활용하는 실무 문서까지 만들어 내도록 돕는 책. 예제를 무작정 따라한 다음, 이를 보다 다양하게 응용할 수 있도록 실무 중ㆍ고급 기능들과 ...","https://image.yes24.com/goods/3088663/L"
"독하게 배워 바로 써먹는 한글 2007","3086697","https://www.yes24.com/product/goods/3086697","오피스 활용","신송현 저","북앤라이프","2008년 10월","20,000","18,000","10",NA,NA,NA,NA,"CD 1 포함",NA,NA,NA,"Y","절판",8,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/3086697/L"
"한글쟁이","3114437","https://www.yes24.com/product/goods/3114437","오피스 활용","편집부 편","늘품플러스","2008년 10월","12,700","11,430","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"품절",2,NA,NA,NA,NA,"한글워드프로그램을 이용하여 책을 편집할 때 필요한 기능만을 설명한 책. 첫번째 단계에서는 기초 메뉴 중 편집할때 사용하는 기능과 주의사항을, 두번째 단계에서는 편집할 때 미리 알아두면 편리한 내용을 정리하...","https://image.yes24.com/goods/3114437/L"
